Atomic #,Element,# Neutrons of Most Stable Isotope,# Neutrons of This Isotope,Difference in Neutrons,Half-Life (s),Half-Life - Distance from Mean (s),Half-Life - Proportion of Mean,Half-Life - Orders of Magnitude Above/Below Mean 
64,Gadolinium (Gd),93,103,10,3.0,-1.2175148773154747e+20,2.4640355989856697e-20,-19.608
64,Gadolinium (Gd),93,104,11,0.3,-1.2175148773154747e+20,2.4640355989856698e-21,-20.608
64,Gadolinium (Gd),93,105,12,1.0,-1.2175148773154747e+20,8.2134519966189e-21,-20.085
65,Terbium (Tb),94,70,-24,0.001,-255347737.77957872,3.916228154953556e-12,-11.407
65,Terbium (Tb),94,71,-23,0.2,-255347737.5805787,7.832456309907112e-10,-9.106
65,Terbium (Tb),94,72,-22,0.6,-255347737.1805787,2.3497368929721333e-09,-8.629
65,Terbium (Tb),94,73,-21,0.8,-255347736.9805787,3.1329825239628446e-09,-8.504
65,Terbium (Tb),94,74,-20,1.6,-255347736.1805787,6.265965047925689e-09,-8.203
65,Terbium (Tb),94,75,-19,2.4,-255347735.3805787,9.398947571888533e-09,-8.027
65,Terbium (Tb),94,76,-18,3.5,-255347734.2805787,1.3706798542337443e-08,-7.863
65,Terbium (Tb),94,77,-17,0.597,-255347737.1835787,2.3379882085072726e-09,-8.631
65,Terbium (Tb),94,78,-16,12.0,-255347725.7805787,4.6994737859442665e-08,-7.328
65,Terbium (Tb),94,79,-15,1.0,-255347736.7805787,3.9162281549535554e-09,-8.407
65,Terbium (Tb),94,80,-14,1200.0,-255346537.7805787,4.699473785944266e-06,-5.328
65,Terbium (Tb),94,81,-13,8.0,-255347729.7805787,3.1329825239628444e-08,-7.504
65,Terbium (Tb),94,82,-12,5904.0,-255341833.7805787,2.312141102684579e-05,-4.636
65,Terbium (Tb),94,83,-11,3600.0,-255344137.7805787,1.40984213578328e-05,-4.851
65,Terbium (Tb),94,84,-10,14824.8,-255332912.9805787,5.8057299151555466e-05,-4.236
65,Terbium (Tb),94,85,-9,12528.0,-255335209.7805787,4.906250632525814e-05,-4.309
65,Terbium (Tb),94,86,-8,63392.4,-255284345.3805787,0.00024825910169007777,-3.605
65,Terbium (Tb),94,87,-7,63000.0,-255284737.7805787,0.00024672237376207397,-3.608
65,Terbium (Tb),94,89,-5,77400.0,-255270337.7805787,0.0003031160591934052,-3.518
65,Terbium (Tb),94,92,-2,2239056000.0,1983708262.2194214,8.768654147717688,0.943
65,Terbium (Tb),94,93,-1,5676480000.0,5421132262.219421,22.230390797030758,1.347
65,Terbium (Tb),94,97,3,456.0,-255347281.7805787,1.7858000386588212e-06,-5.748
65,Terbium (Tb),94,98,4,1170.0,-255346567.7805787,4.58198694129566e-06,-5.339
65,Terbium (Tb),94,99,5,180.0,-255347557.7805787,7.049210678916399e-07,-6.152
65,Terbium (Tb),94,100,6,126.6,-255347611.1805787,4.957944844171201e-07,-6.305
65,Terbium (Tb),94,101,7,25.6,-255347712.1805787,1.0025544076681103e-07,-6.999
65,Terbium (Tb),94,102,8,19.4,-255347718.3805787,7.597482620609897e-08,-7.119
65,Terbium (Tb),94,103,9,8.2,-255347729.5805787,3.211307087061915e-08,-7.493
65,Terbium (Tb),94,104,10,2.0,-255347735.7805787,7.832456309907111e-09,-8.106
65,Terbium (Tb),94,105,11,3.0,-255347734.7805787,1.1748684464860666e-08,-7.93
65,Terbium (Tb),94,106,12,0.5,-255347737.2805787,1.9581140774767777e-09,-8.708
66,Dysprosium (Dy),96,72,-24,0.2,-2966355012554.322,6.742281323494283e-14,-13.171
66,Dysprosium (Dy),96,73,-23,0.6,-2966355012553.922,2.0226843970482845e-13,-12.694
66,Dysprosium (Dy),96,74,-22,0.7,-2966355012553.822,2.3597984632229985e-13,-12.627
66,Dysprosium (Dy),96,75,-21,0.9,-2966355012553.622,3.034026595572427e-13,-12.518
66,Dysprosium (Dy),96,76,-20,2.3,-2966355012552.222,7.753623522018424e-13,-12.11
66,Dysprosium (Dy),96,77,-19,5.6,-2966355012548.922,1.8878387705783988e-12,-11.724
66,Dysprosium (Dy),96,78,-18,9.1,-2966355012545.422,3.067738002189898e-12,-11.513
66,Dysprosium (Dy),96,79,-17,9.5,-2966355012545.022,3.202583628659784e-12,-11.494
66,Dysprosium (Dy),96,80,-16,33.2,-2966355012521.322,1.1192186997000509e-11,-10.951
66,Dysprosium (Dy),96,81,-15,40.0,-2966355012514.522,1.3484562646988564e-11,-10.87
66,Dysprosium (Dy),96,82,-14,198.0,-2966355012356.522,6.67485851025934e-11,-10.176
66,Dysprosium (Dy),96,83,-13,252.0,-2966355012302.522,8.495274467602796e-11,-10.071
66,Dysprosium (Dy),96,84,-12,430.2,-2966355012124.322,1.45026471268362e-10,-9.839
66,Dysprosium (Dy),96,85,-11,1074.0,-2966355011480.522,3.6206050707164294e-10,-9.441
66,Dysprosium (Dy),96,86,-10,8568.0,-2966355003986.522,2.8883933189849502e-09,-8.539
66,Dysprosium (Dy),96,87,-9,23040.0,-2966354989514.522,7.767108084665412e-09,-8.11
66,Dysprosium (Dy),96,88,-8,94923360000000.0,91957004987445.48,31.99999986456621,1.505
66,Dysprosium (Dy),96,89,-7,35640.0,-2966354976914.522,1.201474531846681e-08,-7.92
66,Dysprosium (Dy),96,91,-5,29304.0,-2966354983250.522,9.878790595183822e-09,-8.005
66,Dysprosium (Dy),96,92,-4,stable,stable,stable,stable
66,Dysprosium (Dy),96,94,-2,stable,stable,stable,stable
66,Dysprosium (Dy),96,95,-1,stable,stable,stable,stable
66,Dysprosium (Dy),96,96,0,stable,stable,stable,stable
66,Dysprosium (Dy),96,99,3,8402.4,-2966355004152.122,2.8325672296264177e-09,-8.548
66,Dysprosium (Dy),96,100,4,293760.0,-2966354718794.522,9.903062807948402e-08,-7.004
66,Dysprosium (Dy),96,101,5,372.0,-2966355012182.522,1.2540643261699365e-10,-9.902
66,Dysprosium (Dy),96,102,6,522.0,-2966355012032.522,1.7597354254320075e-10,-9.755
66,Dysprosium (Dy),96,103,7,39.0,-2966355012515.522,1.314744858081385e-11,-10.881
66,Dysprosium (Dy),96,104,8,30.0,-2966355012524.522,1.0113421985241423e-11,-10.995
66,Dysprosium (Dy),96,105,9,6.0,-2966355012548.522,2.0226843970482845e-12,-11.694
66,Dysprosium (Dy),96,106,10,3.0,-2966355012551.522,1.0113421985241422e-12,-11.995
66,Dysprosium (Dy),96,107,11,2.0,-2966355012552.522,6.742281323494282e-13,-12.171
67,Holmium (Ho),98,73,-25,0.006,-4238813294.853121,1.4154905117611257e-12,-11.849
67,Holmium (Ho),98,74,-24,0.004,-4238813294.8551207,9.436603411740837e-13,-12.025
67,Holmium (Ho),98,75,-23,0.4,-4238813294.4591208,9.436603411740838e-11,-10.025
67,Holmium (Ho),98,77,-21,0.7,-4238813294.159121,1.6514055970546463e-10,-9.782
67,Holmium (Ho),98,78,-20,2.4,-4238813292.4591208,5.661962047044502e-10,-9.247
67,Holmium (Ho),98,79,-19,3.6,-4238813291.259121,8.492943070566754e-10,-9.071
67,Holmium (Ho),98,80,-18,5.8,-4238813289.0591207,1.3683074947024215e-09,-8.864
67,Holmium (Ho),98,81,-17,2.2,-4238813292.659121,5.190131876457461e-10,-9.285
67,Holmium (Ho),98,82,-16,21.1,-4238813273.759121,4.977808299693292e-09,-8.303
67,Holmium (Ho),98,83,-15,76.8,-4238813218.0591207,1.8118278550542408e-08,-7.742
67,Holmium (Ho),98,84,-14,35.2,-4238813259.659121,8.304211002331937e-09,-8.081
67,Holmium (Ho),98,85,-13,161.8,-4238813133.0591207,3.817106080049169e-08,-7.418
67,Holmium (Ho),98,86,-12,120.6,-4238813174.259121,2.8451359286398624e-08,-7.546
67,Holmium (Ho),98,87,-11,705.6,-4238812589.259121,1.6646168418310837e-07,-6.779
67,Holmium (Ho),98,88,-10,2880.0,-4238810414.859121,6.794354456453403e-07,-6.168
67,Holmium (Ho),98,89,-9,3360.0,-4238809934.859121,7.926746865862304e-07,-6.101
67,Holmium (Ho),98,90,-8,756.0,-4238812538.859121,1.7835180448190183e-07,-6.749
67,Holmium (Ho),98,91,-7,678.0,-4238812616.859121,1.599504278290072e-07,-6.796
67,Holmium (Ho),98,92,-6,1983.0,-4238811311.859121,4.6781961413705204e-07,-6.33
67,Holmium (Ho),98,93,-5,1536.0,-4238811758.859121,3.6236557101084817e-07,-6.441
67,Holmium (Ho),98,94,-4,8928.0,-4238804366.859121,2.106249881500555e-06,-5.676
67,Holmium (Ho),98,95,-3,900.0,-4238812394.859121,2.1232357676416884e-07,-6.673
67,Holmium (Ho),98,96,-2,144119520000.0,139880706705.14087,33.999968853261294,1.531
67,Holmium (Ho),98,97,-1,1740.0,-4238811554.859121,4.104922484107264e-07,-6.387
67,Holmium (Ho),98,99,1,96588.0,-4238716706.859121,2.27865662583306e-05,-4.642
67,Holmium (Ho),98,100,2,10810.8,-4238802484.0591207,2.550430804091196e-06,-5.593
67,Holmium (Ho),98,101,3,179.4,-4238813115.4591208,4.2323166301657656e-08,-7.373
67,Holmium (Ho),98,102,4,283.2,-4238813011.659121,6.681115215512512e-08,-7.175
67,Holmium (Ho),98,103,5,165.6,-4238813129.259121,3.9067538124607064e-08,-7.408
67,Holmium (Ho),98,104,6,53.0,-4238813241.859121,1.250349952055661e-08,-7.903
67,Holmium (Ho),98,105,7,25.0,-4238813269.859121,5.897877132338024e-09,-8.229
67,Holmium (Ho),98,106,8,10.0,-4238813284.859121,2.3591508529352094e-09,-8.627
67,Holmium (Ho),98,107,9,8.0,-4238813286.859121,1.8873206823481674e-09,-8.724
67,Holmium (Ho),98,108,10,5.0,-4238813289.859121,1.1795754264676047e-09,-8.928
68,Erbium (Er),99,75,-24,0.2,-11347.955757575755,1.7624009070062754e-05,-4.754
68,Erbium (Er),99,76,-23,0.4,-11347.755757575756,3.524801814012551e-05,-4.453
68,Erbium (Er),99,77,-22,0.9,-11347.255757575756,7.93080408152824e-05,-4.101
68,Erbium (Er),99,78,-21,1.7,-11346.455757575755,0.00014980407709553343,-3.824
68,Erbium (Er),99,79,-20,2.5,-11345.655757575756,0.00022030011337578444,-3.657
68,Erbium (Er),99,80,-19,4.6,-11343.555757575756,0.0004053522086114433,-3.392
68,Erbium (Er),99,81,-18,4.0,-11344.155757575756,0.0003524801814012551,-3.453
68,Erbium (Er),99,82,-17,18.5,-11329.655757575756,0.001630220838980805,-2.788
68,Erbium (Er),99,83,-16,23.5,-11324.655757575756,0.0020708210657323736,-2.684
68,Erbium (Er),99,84,-15,10.3,-11337.855757575757,0.0009076364671082319,-3.042
68,Erbium (Er),99,85,-14,37.1,-11311.055757575756,0.003269253682496641,-2.486
68,Erbium (Er),99,86,-13,223.8,-11124.355757575757,0.019721266149400223,-1.705
68,Erbium (Er),99,87,-12,318.0,-11030.155757575756,0.02802217442139978,-1.552
68,Erbium (Er),99,88,-11,1170.0,-10178.155757575756,0.10310045305986712,-0.987
68,Erbium (Er),99,89,-10,1119.0,-10229.155757575756,0.09860633074700112,-1.006
68,Erbium (Er),99,90,-9,8244.0,-3104.155757575756,0.7264616538679868,-0.139
68,Erbium (Er),99,91,-8,2160.0,-9188.155757575756,0.19033929795667776,-0.72
68,Erbium (Er),99,92,-7,102888.0,91539.84424242424,9.066495226003084,0.957
68,Erbium (Er),99,93,-6,11556.0,207.84424242424393,1.018315244068226,0.008
68,Erbium (Er),99,95,-4,4500.0,-6848.155757575756,0.396540204076412,-0.402
68,Erbium (Er),99,96,-3,stable,stable,stable,stable
68,Erbium (Er),99,97,-2,37296.0,25947.844242424246,3.2865252113853027,0.517
68,Erbium (Er),99,98,-1,stable,stable,stable,stable
68,Erbium (Er),99,99,0,stable,stable,stable,stable
68,Erbium (Er),99,100,1,stable,stable,stable,stable
68,Erbium (Er),99,102,3,stable,stable,stable,stable
68,Erbium (Er),99,103,4,27057.6,15709.444242424242,2.38431693907065,0.377
68,Erbium (Er),99,104,5,177480.0,166131.84424242424,15.639545648773689,1.194
68,Erbium (Er),99,105,6,86.04,-11262.115757575755,0.007581848701940998,-2.12
68,Erbium (Er),99,106,7,192.0,-11156.155757575756,0.016919048707260246,-1.772
68,Erbium (Er),99,107,8,72.0,-11276.155757575756,0.006344643265222592,-2.198
68,Erbium (Er),99,108,9,20.0,-11328.155757575756,0.0017624009070062755,-2.754
68,Erbium (Er),99,109,10,3.0,-11345.155757575756,0.00026436013605094134,-3.578
69,Thulium (Tm),100,76,-24,3.1,-1966339.5151612903,1.5765309545232638e-06,-5.802
69,Thulium (Tm),100,77,-23,0.24,-1966342.3751612904,1.2205400938244622e-07,-6.913
69,Thulium (Tm),100,78,-22,0.58,-1966342.0351612903,2.9496385600757835e-07,-6.53
69,Thulium (Tm),100,79,-21,0.7,-1966341.9151612904,3.559908606988015e-07,-6.449
69,Thulium (Tm),100,80,-20,0.9,-1966341.7151612905,4.577025351841734e-07,-6.339
69,Thulium (Tm),100,81,-19,3.0,-1966339.6151612904,1.5256751172805779e-06,-5.817
69,Thulium (Tm),100,82,-18,4.17,-1966338.4451612905,2.120688413020003e-06,-5.674
69,Thulium (Tm),100,83,-17,8.0,-1966334.6151612904,4.068466979414874e-06,-5.391
69,Thulium (Tm),100,84,-16,1.48,-1966341.1351612904,7.526663911917518e-07,-6.123
69,Thulium (Tm),100,85,-15,8.1,-1966334.5151612903,4.1193228166575604e-06,-5.385
69,Thulium (Tm),100,86,-14,21.6,-1966321.0151612903,1.0984860844420162e-05,-4.959
69,Thulium (Tm),100,87,-13,83.8,-1966258.8151612903,4.261719160937081e-05,-4.37
69,Thulium (Tm),100,88,-12,217.8,-1966124.8151612903,0.00011076401351456997,-3.956
69,Thulium (Tm),100,89,-11,238.8,-1966103.8151612903,0.00012144373933553401,-3.916
69,Thulium (Tm),100,90,-10,547.8,-1965794.8151612903,0.0002785882764154335,-3.555
69,Thulium (Tm),100,91,-9,564.0,-1965778.6151612904,0.00028682692204874867,-3.542
69,Thulium (Tm),100,92,-8,1812.0,-1964530.6151612904,0.0009215077708374691,-3.036
69,Thulium (Tm),100,93,-7,1302.0,-1965040.6151612904,0.0006621430008997708,-3.179
69,Thulium (Tm),100,94,-6,6516.0,-1959826.6151612904,0.003313766354733415,-2.48
69,Thulium (Tm),100,95,-5,120.0,-1966222.6151612904,6.1027004691223115e-05,-4.214
69,Thulium (Tm),100,96,-4,108216.0,-1858126.6151612904,0.055034152830545004,-1.259
69,Thulium (Tm),100,97,-3,27720.0,-1938622.6151612904,0.01409723808367254,-1.851
69,Thulium (Tm),100,102,2,60549120.0,58582777.38483871,30.792761919078597,1.488
69,Thulium (Tm),100,103,3,228960.0,-1737382.6151612904,0.1164395249508537,-0.934
69,Thulium (Tm),100,104,4,29664.0,-1936678.6151612904,0.015085875559670354,-1.821
69,Thulium (Tm),100,105,5,324.0,-1966018.6151612904,0.0001647729126663024,-3.783
69,Thulium (Tm),100,106,6,912.0,-1965430.6151612904,0.0004638052356532957,-3.334
69,Thulium (Tm),100,107,7,111.0,-1966231.6151612904,5.644997933938138e-05,-4.248
69,Thulium (Tm),100,108,8,90.0,-1966252.6151612904,4.5770253518417336e-05,-4.339
69,Thulium (Tm),100,109,9,30.0,-1966312.6151612904,1.5256751172805779e-05,-4.817
69,Thulium (Tm),100,110,10,20.0,-1966322.6151612904,1.0171167448537186e-05,-4.993
70,Ytterbium (Yb),103,78,-25,0.25,-7255.162645161291,3.445703397266144e-05,-4.463
70,Ytterbium (Yb),103,79,-24,0.7,-7254.712645161291,9.647969512345203e-05,-4.016
70,Ytterbium (Yb),103,80,-23,0.7,-7254.712645161291,9.647969512345203e-05,-4.016
70,Ytterbium (Yb),103,81,-22,1.6,-7253.812645161291,0.0002205250174250332,-3.657
70,Ytterbium (Yb),103,82,-21,3.04,-7252.372645161291,0.0004189975331075631,-3.378
70,Ytterbium (Yb),103,83,-20,4.2,-7251.212645161291,0.0005788781707407122,-3.237
70,Ytterbium (Yb),103,84,-19,0.409,-7255.003645161291,5.637170757927411e-05,-4.249
70,Ytterbium (Yb),103,85,-18,1.793,-7253.619645161291,0.0002471258476519278,-3.607
70,Ytterbium (Yb),103,86,-17,26.1,-7229.312645161291,0.0035973143467458546,-2.444
70,Ytterbium (Yb),103,87,-16,38.6,-7216.812645161291,0.005320166045378927,-2.274
70,Ytterbium (Yb),103,88,-15,89.4,-7166.012645161291,0.012321835348623732,-1.909
70,Ytterbium (Yb),103,89,-14,100.2,-7155.212645161291,0.013810379216242705,-1.86
70,Ytterbium (Yb),103,90,-13,288.0,-6967.412645161291,0.03969450313650598,-1.401
70,Ytterbium (Yb),103,91,-12,252.0,-7003.412645161291,0.034732690244442734,-1.459
70,Ytterbium (Yb),103,92,-11,1132.2,-6123.212645161291,0.15604901545538913,-0.807
70,Ytterbium (Yb),103,93,-10,663.0,-6592.412645161291,0.09138005409549814,-1.039
70,Ytterbium (Yb),103,94,-9,4548.0,-2707.412645161291,0.6268423620306569,-0.203
70,Ytterbium (Yb),103,95,-8,594.0,-6661.412645161291,0.08186991271904358,-1.087
70,Ytterbium (Yb),103,96,-7,204120.0,196864.5873548387,28.133479097998613,1.449
70,Ytterbium (Yb),103,97,-6,1050.0,-6205.412645161291,0.14471954268517803,-0.839
70,Ytterbium (Yb),103,100,-3,stable,stable,stable,stable
70,Ytterbium (Yb),103,101,-2,stable,stable,stable,stable
70,Ytterbium (Yb),103,102,-1,stable,stable,stable,stable
70,Ytterbium (Yb),103,103,0,stable,stable,stable,stable
70,Ytterbium (Yb),103,104,1,stable,stable,stable,stable
70,Ytterbium (Yb),103,106,3,stable,stable,stable,stable
70,Ytterbium (Yb),103,107,4,6879.6,-375.8126451612907,0.9482024436732865,-0.023
70,Ytterbium (Yb),103,108,5,4440.0,-2815.412645161291,0.6119569233544672,-0.213
70,Ytterbium (Yb),103,109,6,480.0,-6775.412645161291,0.06615750522750996,-1.179
70,Ytterbium (Yb),103,110,7,144.0,-7111.412645161291,0.01984725156825299,-1.702
70,Ytterbium (Yb),103,111,8,60.0,-7195.412645161291,0.008269688153438745,-2.083
71,Lutetium (Lu),104,79,-25,0.043,-4.0481712004924504e+16,1.0622080408745843e-18,-17.974
71,Lutetium (Lu),104,80,-24,0.081,-4.0481712004924504e+16,2.000903518856775e-18,-17.699
71,Lutetium (Lu),104,81,-23,0.65,-4.0481712004924504e+16,1.605663317601116e-17,-16.794
71,Lutetium (Lu),104,82,-22,0.9,-4.0481712004924504e+16,2.2232261320630836e-17,-16.653
71,Lutetium (Lu),104,83,-21,1.0,-4.0481712004924504e+16,2.4702512578478706e-17,-16.607
71,Lutetium (Lu),104,84,-20,0.069,-4.0481712004924504e+16,1.7044733679150308e-18,-17.768
71,Lutetium (Lu),104,85,-19,0.494,-4.0481712004924504e+16,1.220304121376848e-17,-16.914
71,Lutetium (Lu),104,86,-18,6.8,-4.04817120049245e+16,1.6797708553365518e-16,-15.775
71,Lutetium (Lu),104,87,-17,10.6,-4.04817120049245e+16,2.6184663333187426e-16,-15.582
71,Lutetium (Lu),104,88,-16,12.1,-4.048171200492449e+16,2.989004021995923e-16,-15.524
71,Lutetium (Lu),104,89,-15,36.1,-4.048171200492446e+16,8.917607040830813e-16,-15.05
71,Lutetium (Lu),104,90,-14,77.0,-4.0481712004924424e+16,1.90209346854286e-15,-14.721
71,Lutetium (Lu),104,91,-13,82.2,-4.0481712004924424e+16,2.0305465339509496e-15,-14.692
71,Lutetium (Lu),104,92,-12,238.2,-4.0481712004924264e+16,5.8841384961936275e-15,-14.23
71,Lutetium (Lu),104,93,-11,188.4,-4.048171200492431e+16,4.653953369785388e-15,-14.332
71,Lutetium (Lu),104,94,-10,644.4,-4.048171200492386e+16,1.5918299105571677e-14,-13.798
71,Lutetium (Lu),104,95,-9,159.0,-4.0481712004924344e+16,3.927699499978114e-15,-14.406
71,Lutetium (Lu),104,96,-8,3090.0,-4.0481712004921416e+16,7.63307638674992e-14,-13.117
71,Lutetium (Lu),104,97,-7,330.0,-4.048171200492418e+16,8.151829150897974e-15,-14.089
71,Lutetium (Lu),104,98,-6,122616.0,-4.048171200480189e+16,3.028923282322745e-12,-11.519
71,Lutetium (Lu),104,102,-2,43204320.0,-4.0481711961720184e+16,1.0672552582446192e-09,-8.972
71,Lutetium (Lu),104,103,-1,104384160.0,-4.0481711900540344e+16,2.578551025393934e-09,-8.589
71,Lutetium (Lu),104,105,1,1.21445136e+18,1.1739696479950756e+18,29.99999999635057,1.477
71,Lutetium (Lu),104,107,3,1704.0,-4.04817120049228e+16,4.209308143372772e-14,-13.376
71,Lutetium (Lu),104,108,4,16524.0,-4.048171200490798e+16,4.0818431784678213e-13,-12.389
71,Lutetium (Lu),104,109,5,342.0,-4.048171200492416e+16,8.448259301839717e-15,-14.073
71,Lutetium (Lu),104,110,6,210.0,-4.0481712004924296e+16,5.187527641480528e-15,-14.285
71,Lutetium (Lu),104,111,7,120.0,-4.048171200492438e+16,2.9643015094174446e-15,-14.528
71,Lutetium (Lu),104,112,8,58.0,-4.048171200492445e+16,1.432745729551765e-15,-14.844
71,Lutetium (Lu),104,113,9,20.0,-4.048171200492448e+16,4.940502515695741e-16,-15.306
72,Hafnium (Hf),106,81,-25,0.4,-1.9208290994152116e+21,2.0824340912045654e-22,-21.681
72,Hafnium (Hf),106,82,-24,2.0,-1.9208290994152116e+21,1.0412170456022826e-21,-20.982
72,Hafnium (Hf),106,83,-23,0.89,-1.9208290994152116e+21,4.633415852930158e-22,-21.334
72,Hafnium (Hf),106,84,-22,0.023,-1.9208290994152116e+21,1.1973996024426251e-23,-22.922
72,Hafnium (Hf),106,85,-21,0.115,-1.9208290994152116e+21,5.986998012213126e-23,-22.223
72,Hafnium (Hf),106,86,-20,2.84,-1.9208290994152116e+21,1.4785282047552414e-21,-20.83
72,Hafnium (Hf),106,87,-19,5.2,-1.9208290994152116e+21,2.707164318565935e-21,-20.567
72,Hafnium (Hf),106,88,-18,13.6,-1.9208290994152116e+21,7.080275910095522e-21,-20.15
72,Hafnium (Hf),106,89,-17,18.2,-1.9208290994152116e+21,9.475075114980773e-21,-20.023
72,Hafnium (Hf),106,90,-16,39.4,-1.9208290994152116e+21,2.051197579836497e-20,-19.688
72,Hafnium (Hf),106,91,-15,40.0,-1.9208290994152116e+21,2.0824340912045654e-20,-19.681
72,Hafnium (Hf),106,92,-14,111.0,-1.9208290994152116e+21,5.778754603092669e-20,-19.238
72,Hafnium (Hf),106,93,-13,76.0,-1.9208290994152116e+21,3.9566247732886745e-20,-19.403
72,Hafnium (Hf),106,94,-12,406.2,-1.9208290994152116e+21,2.114711819618236e-19,-18.675
72,Hafnium (Hf),106,95,-11,123.0,-1.9208290994152116e+21,6.403484830454038e-20,-19.194
72,Hafnium (Hf),106,96,-10,1557.0,-1.9208290994152116e+21,8.105874700013771e-19,-18.091
72,Hafnium (Hf),106,97,-9,194.4,-1.9208290994152116e+21,1.0120629683254188e-19,-18.995
72,Hafnium (Hf),106,98,-8,57636.0,-1.9208290994152116e+21,3.000579282016658e-17,-16.523
72,Hafnium (Hf),106,99,-7,43560.0,-1.9208290994152116e+21,2.2677707253217718e-17,-16.644
72,Hafnium (Hf),106,100,-6,58972320.0,-1.9208290994151526e+21,3.0701492401356204e-14,-13.513
72,Hafnium (Hf),106,101,-5,84960.0,-1.9208290994152116e+21,4.423090009718497e-17,-16.354
72,Hafnium (Hf),106,102,-4,6.338735999999999e+22,6.146653090058478e+22,32.999999853864146,1.519
72,Hafnium (Hf),106,105,-1,stable,stable,stable,stable
72,Hafnium (Hf),106,106,0,stable,stable,stable,stable
72,Hafnium (Hf),106,107,1,stable,stable,stable,stable
72,Hafnium (Hf),106,108,2,stable,stable,stable,stable
72,Hafnium (Hf),106,110,4,280701936000000.0,-1.9208288187132755e+21,1.4613582024838051e-07,-6.835
72,Hafnium (Hf),106,111,5,3841.2,-1.9208290994152116e+21,1.999761457783744e-18,-17.699
